,0
99gas_mass,0.006591306208152673
99dm_mass,0.06664456048376244
99stellar_mass,0.000618941672698549
99bh_mass,1.7348928447971706e-05
99spinX,0.0014441103473103174
99spinY,0.0014831433957265161
99spinZ,0.0014418758309764042
99vel_dispersion,0.018705728275450636
99v_max,0.16207761297018342
99bh_dot,6.796556105442922e-05
99sfr,0.00016330125726274358
99fof_mass,0.01403591069887268
99fof_distance,0.00798237776370788
89gas_mass,0.013231597701698745
89dm_mass,0.027482060051567215
89stellar_mass,0.007691873326276914
89bh_mass,1.5373129010408933e-05
89spinX,0.0010767894924308416
89spinY,0.001055763377590507
89spinZ,0.0010913662268084007
89vel_dispersion,0.0024085422138106155
89v_max,0.005578036514490301
89bh_dot,6.869479510266948e-05
89sfr,8.066841262214985e-05
89fof_mass,0.005875290303937749
89fof_distance,0.005121991642692274
79gas_mass,0.0004427787267041204
79dm_mass,0.006073108511507852
79stellar_mass,0.00034223580348670033
79bh_mass,6.641351128179379e-06
79spinX,0.0009446831257291518
79spinY,0.0009527122803716667
79spinZ,0.0009304497399203914
79vel_dispersion,0.001987381481987751
79v_max,0.004332963403307639
79bh_dot,3.948518359962134e-05
79sfr,0.00010825886416771462
79fof_mass,0.0037319536390898692
79fof_distance,0.003641879419331885
69gas_mass,0.00039618824612769755
69dm_mass,0.009666168696102557
69stellar_mass,0.00037030932450573894
69bh_mass,8.175800041183024e-06
69spinX,0.0009624237204858123
69spinY,0.0009558022430563049
69spinZ,0.0009263704915659771
69vel_dispersion,0.001358158712986737
69v_max,0.0026041933585418385
69bh_dot,2.952559375495966e-05
69sfr,0.00014078160984744062
69fof_mass,0.002566712319857356
69fof_distance,0.002245613221318098
59gas_mass,0.00036713951318615546
59dm_mass,0.007702489482505812
59stellar_mass,0.00046318317590763355
59bh_mass,8.547393063822718e-06
59spinX,0.0010274229575969883
59spinY,0.0009906246057288961
59spinZ,0.0010349137490667007
59vel_dispersion,0.001127075938576234
59v_max,0.002058045365023012
59bh_dot,2.3608078438233388e-05
59sfr,0.0001290164811186417
59fof_mass,0.0024830484615816395
59fof_distance,0.0020722295432879403
49gas_mass,0.00030772007163224467
49dm_mass,0.005291541104491158
49stellar_mass,0.0007916866990452737
49bh_mass,2.886346116336774e-06
49spinX,0.0011362454959224831
49spinY,0.0011443950717508434
49spinZ,0.001107801374707881
49vel_dispersion,0.0010474438780856792
49v_max,0.0018103830621377269
49bh_dot,1.1950765356139734e-05
49sfr,0.00019924355304543512
49fof_mass,0.0023627751238583516
49fof_distance,0.0030998786883816094
39gas_mass,0.0003309462916174638
39dm_mass,0.0034104444791280665
39stellar_mass,0.0030768253558495066
39bh_mass,1.434071286717977e-06
39spinX,0.0013124887306027583
39spinY,0.0012876658267630728
39spinZ,0.0013150582488210525
39vel_dispersion,0.0010623878349578235
39v_max,0.0026480434386392786
39bh_dot,5.667466622717383e-06
39sfr,0.00022819108958039558
39fof_mass,0.0019936968169409486
39fof_distance,0.0024421135992727487
29gas_mass,0.00041365199480803707
29dm_mass,0.001846033098398176
29stellar_mass,0.003418589306084079
29bh_mass,1.2921227511943474e-07
29spinX,0.001522436875633452
29spinY,0.001481124552851271
29spinZ,0.0015307119846478237
29vel_dispersion,0.0011281056420511637
29v_max,0.0050828573163154925
29bh_dot,2.875796378412884e-07
29sfr,0.00026507094276818
29fof_mass,0.00172376679158294
29fof_distance,0.0019518884565059233
19gas_mass,0.000793685458490131
19dm_mass,0.0015039920666456647
19stellar_mass,0.019133689196798004
19bh_mass,0.0
19spinX,0.0016019458804029155
19spinY,0.0015629970351904612
19spinZ,0.0016720902486555803
19vel_dispersion,0.001306497500861915
19v_max,0.02526525696060694
19bh_dot,0.0
19sfr,0.0002943620649052607
19fof_mass,0.002961200621533771
19fof_distance,0.0016074568220288453
9gas_mass,0.0018462984294879527
9dm_mass,0.0056766803412374054
9stellar_mass,0.0004013372459833511
9bh_mass,0.0
9spinX,0.0013399756614136562
9spinY,0.0013245235028870913
9spinZ,0.0013493508217432303
9vel_dispersion,0.0014455060284243345
9v_max,0.002340319510875246
9bh_dot,0.0
9sfr,0.0004987444118604313
9fof_mass,0.3805533475184482
9fof_distance,0.0013739408340840578
