,Radius,Density,Uncertainty
0,0.06363015650062863,72353095.44911532,41773079.13424942
1,0.1424633567128185,80242130.02794948,46327815.37198559
2,0.17378935930674222,50892001.82377254,29382510.952554006
3,0.2022002293462916,49409353.58392681,28526503.59216555
4,0.22097538226017666,78435416.76005156,45284708.98041626
5,0.2777982429994176,6328829.336329908,3653951.3209852735
6,0.35396534366585597,7665557.259195569,4425711.547085051
7,0.384900642880592,32867521.929133937,18976072.633381408
8,0.3941169115581433,38906142.3557062,22462471.762196876
9,0.4134037110087634,9579239.591079969,5530576.556541941
10,0.44989214781579123,5756737.605031327,3323654.0059188786
11,0.47872188032238067,14428340.809111938,8330206.4501004405
12,0.49293604831689275,15268550.844971227,8815301.940479627
13,0.515752300356092,5795051.4843674665,3345774.534467297
14,0.5357930532348267,22067942.9253414,12740932.788407156
15,0.5547351229723734,5376072.056680433,3103876.6491072737
16,0.5980647385001298,2452536.8570204107,1415972.814598213
17,0.6293337750194592,21210601.275424827,12245946.356040344
18,0.6615118701188356,1942461.8055592985,1121480.8463302276
19,0.6969125014624222,8278621.656819405,4779664.442083749
20,0.7150616033380758,4060992.235383824,2344614.960275831
21,0.7378638478940825,4213146.068733537,2432461.016918521
22,0.7907299616599489,944799.934429224,545480.4964730532
23,0.8420459549258721,3775368.707480039,2179710.1395536903
24,0.8839147884879697,975780.5510900907,563367.1638418653
25,0.9371473401902979,1370333.3597701322,791162.3341428102
26,0.9641339096969881,4217887.108911534,2435198.2577415267
27,1.0187822317990747,495295.31032961496,285958.88074716245
28,1.1053891663005504,530897.8259921491,306514.0027487544
29,1.1737596267790744,599728.1237150553,346253.19366747636
30,1.220037849047955,1030287.073818077,594836.5194114586
31,1.3285813947830714,152239.620569361,87895.58591704706
32,1.972666553608097,11281.266127614039,6513.242035577773
33,2.8831874415554024,5527.0185143741455,3908.1922712575556
